Tag,Document Path,Document Length,Time taken for tests,Complete requests,Failed requests,Concurrency Level,Total transferred,Requests per second (mean),Transfer rate,Time per request
"Cross+Regional","/ping/10","10","11.550","1000","0","50","165000","86.58","13.95","11.550"
"Cross+Regional","/ping/20","20","11.666","1000","0","50","175000","85.72","14.65","11.666"
"Cross+Regional","/ping/30","30","11.587","1000","0","50","185000","86.30","15.59","11.587"
"Cross+Regional","/ping/40","40","11.503","1000","0","50","195000","86.93","16.55","11.503"
"Cross+Regional","/ping/50","50","11.642","1000","0","50","205000","85.89","17.20","11.642"
"Cross+Regional","/ping/60","60","11.721","1000","0","50","215000","85.31","17.91","11.721"
"Cross+Regional","/ping/70","70","11.687","1000","0","50","225000","85.57","18.80","11.687"
"Cross+Regional","/ping/80","80","11.621","1000","0","50","235000","86.05","19.75","11.621"
"Cross+Regional","/ping/90","90","11.668","1000","0","50","245000","85.71","20.51","11.668"
"Cross+Regional","/ping/100","100","11.659","1000","0","50","255000","85.77","21.36","11.659"
"Cross+Regional","/ping/100","100","11.645","1000","0","50","255000","85.88","21.39","11.645"
"Cross+Regional","/ping/200","200","11.515","1000","0","50","355000","86.84","30.11","11.515"
"Cross+Regional","/ping/300","300","11.685","1000","0","50","455000","85.58","38.03","11.685"
"Cross+Regional","/ping/400","400","11.629","1000","0","50","555000","85.99","46.61","11.629"
"Cross+Regional","/ping/500","500","11.497","1000","0","50","655000","86.98","55.63","11.497"
"Cross+Regional","/ping/600","600","11.554","1000","0","50","755000","86.55","63.81","11.554"
"Cross+Regional","/ping/700","700","11.592","1000","0","50","855000","86.27","72.03","11.592"
"Cross+Regional","/ping/800","800","11.604","1000","0","50","955000","86.17","80.37","11.604"
"Cross+Regional","/ping/900","900","11.700","1000","0","50","1055000","85.47","88.05","11.700"
"Cross+Regional","/ping/1000","1000","11.649","1000","0","50","1155000","85.84","96.82","11.649"
"Cross+Regional","/ping/1000","1000","11.573","1000","0","50","1155000","86.41","97.46","11.573"
"Cross+Regional","/ping/2000","2000","11.644","1000","0","50","2155000","85.88","180.73","11.644"
"Cross+Regional","/ping/3000","3000","11.540","1000","0","50","3155000","86.65","266.98","11.540"
"Cross+Regional","/ping/4000","4000","11.638","1000","0","50","4155000","85.93","348.65","11.638"
"Cross+Regional","/ping/5000","5000","11.632","1000","0","50","5155000","85.97","432.79","11.632"
"Cross+Regional","/ping/6000","6000","11.585","1000","0","50","6155000","86.32","518.83","11.585"
"Cross+Regional","/ping/7000","7000","11.659","1000","0","50","7155000","85.77","599.28","11.659"
"Cross+Regional","/ping/8000","8000","11.672","1000","0","50","8155000","85.67","682.29","11.672"
"Cross+Regional","/ping/9000","9000","11.581","1000","0","50","9155000","86.35","772.02","11.581"
"Cross+Regional","/ping/10000","10000","11.616","1000","0","50","10155000","86.09","853.72","11.616"
"Cross+Regional","/ping/10000","10000","11.566","1000","0","50","10155000","86.46","857.39","11.566"
"Cross+Regional","/ping/20000","20000","17.395","1000","0","50","20155000","57.49","1131.48","17.395"
"Cross+Regional","/ping/30000","30000","17.406","1000","0","50","30155000","57.45","1691.80","17.406"
"Cross+Regional","/ping/40000","40000","17.353","1000","0","50","40155000","57.63","2259.81","17.353"
"Cross+Regional","/ping/50000","50000","23.069","1000","0","50","50155000","43.35","2123.13","23.069"
"Cross+Regional","/ping/60000","60000","23.273","1000","0","50","60155000","42.97","2524.21","23.273"
"Cross+Regional","/ping/70000","70000","23.560","1000","0","50","70155000","42.44","2907.88","23.560"
"Cross+Regional","/ping/80000","80000","29.188","1000","0","50","80155000","34.26","2681.83","29.188"
"Cross+Regional","/ping/90000","90000","29.036","1000","0","50","90155000","34.44","3032.14","29.036"
"Cross+Regional","/ping/100000","100000","29.022","1000","0","50","100155000","34.46","3370.12","29.022"
"Cross+Regional","/ping/100000","100000","29.274","1000","0","50","100155000","34.16","3341.11","29.274"
"Cross+Regional","/ping/200000","200000","49.252","1000","0","50","200155000","20.30","3968.68","49.252"
"Cross+Regional","/ping/300000","300000","63.924","1000","0","50","300155000","15.64","4585.48","63.924"
"Cross+Regional","/ping/400000","400000","80.337","1000","0","50","400155000","12.45","4864.19","80.337"
"Cross+Regional","/ping/500000","500000","93.182","1000","0","50","500155000","10.73","5241.73","93.182"
"Cross+Regional","/ping/10","10","11.583","1000","0","50","165000","86.33","13.91","11.583"
"Cross+Regional","/ping/20","20","11.632","1000","0","50","175000","85.97","14.69","11.632"
"Cross+Regional","/ping/30","30","11.579","1000","0","50","185000","86.36","15.60","11.579"
"Cross+Regional","/ping/40","40","11.643","1000","0","50","195000","85.89","16.36","11.643"
"Cross+Regional","/ping/50","50","11.527","1000","0","50","205000","86.76","17.37","11.527"
"Cross+Regional","/ping/60","60","11.611","1000","0","50","215000","86.12","18.08","11.611"
"Cross+Regional","/ping/70","70","11.588","1000","0","50","225000","86.29","18.96","11.588"
"Cross+Regional","/ping/80","80","11.553","1000","0","50","235000","86.56","19.86","11.553"
"Cross+Regional","/ping/90","90","11.622","1000","0","50","245000","86.04","20.59","11.622"
"Cross+Regional","/ping/100","100","11.638","1000","0","50","255000","85.92","21.40","11.638"
"Cross+Regional","/ping/100","100","11.574","1000","0","50","255000","86.40","21.52","11.574"
"Cross+Regional","/ping/200","200","11.557","1000","0","50","355000","86.53","30.00","11.557"
"Cross+Regional","/ping/300","300","11.670","1000","0","50","455000","85.69","38.08","11.670"
"Cross+Regional","/ping/400","400","11.545","1000","0","50","555000","86.62","46.95","11.545"
"Cross+Regional","/ping/500","500","11.645","1000","0","50","655000","85.87","54.93","11.645"
"Cross+Regional","/ping/600","600","11.961","1000","0","50","755000","83.60","61.64","11.961"
"Cross+Regional","/ping/700","700","11.595","1000","0","50","855000","86.24","72.01","11.595"
"Cross+Regional","/ping/800","800","11.644","1000","0","50","955000","85.88","80.09","11.644"
"Cross+Regional","/ping/900","900","11.663","1000","0","50","1055000","85.74","88.34","11.663"
"Cross+Regional","/ping/1000","1000","11.594","1000","0","50","1155000","86.25","97.29","11.594"
"Cross+Regional","/ping/1000","1000","11.635","1000","0","50","1155000","85.95","96.94","11.635"
"Cross+Regional","/ping/2000","2000","11.504","1000","0","50","2155000","86.93","182.94","11.504"
"Cross+Regional","/ping/3000","3000","11.583","1000","0","50","3155000","86.34","266.00","11.583"
"Cross+Regional","/ping/4000","4000","11.654","1000","0","50","4155000","85.81","348.19","11.654"
"Cross+Regional","/ping/5000","5000","11.644","1000","0","50","5155000","85.88","432.34","11.644"
"Cross+Regional","/ping/6000","6000","11.683","1000","0","50","6155000","85.60","514.50","11.683"
"Cross+Regional","/ping/7000","7000","11.642","1000","0","50","7155000","85.89","600.17","11.642"
"Cross+Regional","/ping/8000","8000","11.651","1000","0","50","8155000","85.83","683.56","11.651"
"Cross+Regional","/ping/9000","9000","11.727","1000","0","50","9155000","85.28","762.41","11.727"
"Cross+Regional","/ping/10000","10000","11.599","1000","0","50","10155000","86.21","854.96","11.599"
"Cross+Regional","/ping/10000","10000","11.570","1000","0","50","10155000","86.43","857.16","11.570"
"Cross+Regional","/ping/20000","20000","17.652","1000","0","50","20155000","56.65","1115.02","17.652"
"Cross+Regional","/ping/30000","30000","17.565","1000","0","50","30155000","56.93","1676.49","17.565"
"Cross+Regional","/ping/40000","40000","17.432","1000","0","50","40155000","57.37","2249.57","17.432"
"Cross+Regional","/ping/50000","50000","23.186","1000","0","50","50155000","43.13","2112.44","23.186"
"Cross+Regional","/ping/60000","60000","23.460","1000","0","50","60155000","42.63","2504.04","23.460"
"Cross+Regional","/ping/70000","70000","23.384","1000","0","50","70155000","42.76","2929.81","23.384"
